Review;Pred_sentiment;Golden;Id
9;barclays share price subdued as bank faces fresh forex probe;-0.373;0.5138248205184937
9;barclays share price compared as bank faces fresh forex probe .;-0.373;7.957220077514648e-05
9;tell barclays share price as bank faces fresh forex probe .;-0.373;0.021948933601379395
9;barclays share price the bank faces fresh forex probe .;-0.373;0.011643558740615845
9;as bank faces fresh forex probe .;-0.373;6.321072578430176e-05
9;barclays share price is a good thing , and it 's a new probe .;-0.373;0.92963707447052
9;i have a problem with the number of barclays .;-0.373;0.9999996423721313
9;where do you see if barclays is fresh forex probe ?;-0.373;0.4223797619342804
9;as mr. barclays stock , the bank faces fresh forex probe .;-0.373;0.018255919218063354
9;then mr. barclays said that bank faces fresh forex probe .;-0.373;0.029515445232391357
9;as banking faces fresh forex probe , the bank faces fresh forex probe .;-0.373;0.1130475103855133
10;centrica prepared for takeover approach - chairman;0.111;0.9990403652191162
10;centrica prepared for takeover access - chairman .;0.111;0.9999979734420776
10;i was in charge access - chairman .;0.111;0.9999116659164429
10;emergency access - chairman .;0.111;0.4704263210296631
10;i 'm prepared for takeover access - chairman .;0.111;0.999997079372406
10;centrica prepared for takeover access , and it was chairman .;0.111;0.9955090284347534
10;i was in takeover mode .;0.111;0.5291697978973389
10;where did centrica take place ?;0.111;0.9999740123748779
10;for takeover access , centrica took place .;0.111;0.29899439215660095
10;first centrica prepared for takeover access .;0.111;0.9999228715896606
10;when centrica prepared for takeover access , it took place .;0.111;0.9991614818572998
11;jim armitage: spare no tears as glencore's bosses are paying such a small price;-0.231;0.9999783039093018
11;mr. armitus : . are no tears of glencorethe 's bosses .;-0.231;1.0
11;save no tears of glencorethe 's bosses .;-0.231;1.0
11;mr. armitageway .;-0.231;0.9984087944030762
11;if glencorea 's bosses are paying such a small price .;-0.231;0.9997252225875854
11;save no tears of glencorethe 's bosses , and they will pay a small price .;-0.231;1.0
11;i have no respect for the tears of glencorethe 's bosses .;-0.231;0.9704561233520508
11;why do n't you have no tears like glencorea 's bosses ?;-0.231;0.9956058263778687
11;for mr. armitageway , you have no tears of glencorea 's bosses .;-0.231;1.0
11;maybe he 'll pay no tears of glencorea 's bosses .;-0.231;1.0
11;if they pay the price of glencorea 's bosses , they pay a small price .;-0.231;0.9999995231628418
12;barclays, deutsche bank fight to lift profit just got harder;-0.221;0.9999899864196777
12;mr. barclaysone barclaysone , deutsche bank game was profit .;-0.221;1.0
12;convince deutsche to raise profit .;-0.221;1.0
12;mr. deutsche bank to raise profit .;-0.221;1.0
12;i want to get something to raise money .;-0.221;1.0
12;mr. barclaysla wants to raise money , and he 's just got money .;-0.221;1.0
12;i have a lot to raise money .;-0.221;1.0
12;why do n't you have money to raise money ?;-0.221;1.0
12;in spanish barclaysone bank , he had profit .;-0.221;0.9873789548873901
12;now mr. deutsche barclaysch had profit .;-0.221;0.9994068145751953
12;when they raise money , they got money .;-0.221;0.9996317625045776
13;kingfisher set to open another 200 screwfix stores;0.541;1.0
13;kingfisher set to open another 200 brake stores .;0.541;1.0
13;i wanted to open another 200 brake stores .;0.541;1.0
13;kingfisher set of 200 brake stores .;0.541;0.07140523195266724
13;i want to open another 200 brake stores .;0.541;1.0
13;kingfisher set to open another 200 brake stores , and mr. continued to open the store .;0.541;0.9999999403953552
13;i wanted to open another 200 brake stores .;0.541;1.0
13;how did kingfisher prepare to open another 200 brake stores ?;0.541;1.0
13;on friday , kingfisher set to open another 200 brake stores .;0.541;1.0
13;now kingfisher set to open another 200 brake stores .;0.541;0.9999994039535522
13;when you opened it , mr. decided to open another 200 brake stores .;0.541;1.0
14;diageo sales disappoint as currency and comparatives leave bitter taste;-0.545;0.9999971389770508
14;diageo sales fail as currency and comparatives leave bitter taste .;-0.545;1.0
14;let sales like currency and others .;-0.545;0.9999904632568359
14;diageo sales as currency and others .;-0.545;1.0
14;that diageo sales fail bitter taste .;-0.545;1.0
14;diageo sales fail as currency , and comparatives leave bitter taste .;-0.545;1.0
14;i have a lot of money and sales .;-0.545;0.96550452709198
14;how do sales fail as currency and others ?;-0.545;0.9999998807907104
14;as currency and others , they leave bitter taste .;-0.545;1.0
14;then diageo sales let bitter taste .;-0.545;1.0
14;when diageo sales fail as currency , they leave bitter taste .;-0.545;1.0
15;smith & nephew recalls hip-replacement components;-0.522;0.9969301223754883
15;smith & nephew recalls new components .;-0.522;0.0009160637855529785
15;smith & nephew personal components .;-0.522;0.00012829899787902832
15;smith & nephew .;-0.522;0.0023425519466400146
15;if smith & nephew recalls new components .;-0.522;0.9400835037231445
15;smith & nephew recalls new components , and al & al remembers new parts .;-0.522;0.9192959666252136
15;i have new parts .;-0.522;0.9992952346801758
15;where does smith have new parts ?;-0.522;0.9976407289505005
15;by smith & nephew , it 's medical components .;-0.522;0.08847689628601074
15;then smith & nephew recalls new components .;-0.522;0.6282404661178589
15;when you read , mr. & nephew recalls new parts .;-0.522;0.9998480081558228
16;tesco is torn apart as watchdog finds supermarket repeatedly withheld payments from suppliers;-0.775;0.9999992847442627
16;tesco is torn apart as watchdog finds supermarket repeatedly saved from suppliers .;-0.775;0.9999978542327881
16;i find tesco is torn apart as watchdog finds supermarket repeatedly denied payments from suppliers .;-0.775;1.0
16;tesco , tesco tore apart as watchdog found an interest in suppliers .;-0.775;0.9707887768745422
16;that tesco is torn apart as watchdog has found payments from suppliers .;-0.775;0.9999678134918213
16;tesco is torn apart , and tesco finds an increase in fees .;-0.775;0.9999995231628418
16;i 'm sure tesco is divided into the area of security .;-0.775;1.0
16;where does tesco find an application from suppliers ?;-0.775;0.9999992847442627
16;in tesco , tesco is torn apart as watchdog finds an application of suppliers .;-0.775;0.9999909400939941
16;also tesco is torn apart as watchdog finds the return of data .;-0.775;0.9959663152694702
16;as tesco finds the use of tesco , tesco has found a breakdown of fees .;-0.775;0.9995676279067993
17;is trouble brewing at legal & general group plc and aviva plc;-0.271;0.9999988079071045
17;problem is sunday and friday plc .;-0.271;0.9999995827674866
17;is trouble with al and aviva plc .;-0.271;0.9999932050704956
17;brake brake .;-0.271;0.9883008003234863
17;that problem is september & aviva plc .;-0.271;0.9992874264717102
17;problem is in july & aviva plc , and friday plc .;-0.271;0.9700154662132263
17;i have a problem with plc & aviva plc .;-0.271;1.0
17;where do you have sunday and friday plc ?;-0.271;0.9991530179977417
17;in spanish and june plc , it is friday plc .;-0.271;0.9999938011169434
17;here it is sunday and friday plc .;-0.271;0.9158130884170532
17;that problem is september & aviva plc , it is friday plc .;-0.271;0.9999828338623047
18;here's my 10-point plan to make tesco great again;0.09;1.0
18;there 's my 10-point plan to make tesco great .;0.09;0.9999999403953552
18;i 'm a 10-headed plan to make tesco .;0.09;1.0
18;here 's my 10-point plan to make tesco great .;0.09;0.9999914169311523
18;i want to make tesco great .;0.09;0.984912633895874
18;this is my 10-point plan , and it 's going to be tesco again .;0.09;0.9999817609786987
18;i have a 10-point plan to make tesco .;0.09;1.0
18;how do you make tesco great ?;0.09;0.5765838027000427
18;in fact , it 's a 10-point plan to make tesco .;0.09;1.0
18;then there 's my 10-point plan to make tesco great .;0.09;0.9999997615814209
18;when you make tesco , it 's my 10-point plan .;0.09;0.9999831914901733
19;schroders posts fy profit beat, replaces ceo and chairman in board shake-up;0.052000000000000005;0.9999990463256836
19;mr. schroders post office replaces ceo and chairman of board management .;0.052000000000000005;0.9999984502792358
19;has beat-up and chairman of board beat-up .;0.052000000000000005;0.9999995231628418
19;schroder jobs force beater , ceo director and chairman of board management .;0.052000000000000005;0.9723942875862122
19;that supply of power supply is beaty and chairman of board management .;0.052000000000000005;1.0
19;mr. schroders are beater , and he replaces ceo of board management .;0.052000000000000005;0.9999761581420898
19;i have an advantage in charge of beat-up .;0.052000000000000005;0.8303731679916382
19;where does today replace the number of beat-up ?;0.052000000000000005;4.273653030395508e-05
19;by brake posts , he replaces c.t. and chairman of board control .;0.052000000000000005;0.9999998807907104
19;then mr. schroders replace ceo and chairman in board management .;0.052000000000000005;0.9999992847442627
19;if anyone takes charge , he replaces ceo and chairman of board control .;0.052000000000000005;1.0
20;bp seeks to get back some gulf oil spill business payouts;0.181;1.0
20;bp wants to return the brake oil spill .;0.181;1.0
20;i want to return a lot of gulf oil spill stores .;0.181;1.0
20;bp calls for the return of the spanish oil .;0.181;0.004879772663116455
20;that pressure wants to return the capitol oil store store payouts .;0.181;0.9999843835830688
20;bp wants to return the brake oil spill , and the pressure is to get the money .;0.181;0.9999998211860657
20;i have a job for the return of the spanish oil .;0.181;0.003489285707473755
20;why do n't you get a lot of mr. bp oil ?;0.181;0.05045956373214722
20;in fact , bp wants to return the oil of the spanish oil industry .;0.181;1.0
20;then bp wants to return the spanish oil industry .;0.181;0.9999669790267944
20;when bp wants to return the oil , bp wants to return the spanish oil .;0.181;1.0
21;can standard chartered plc, bp plc & burberry group plc keep charging;0.0;0.9998865127563477
21;prof. plcu & al burberry keep charging .;0.0;0.037848711013793945
21;keep charging pl .;0.0;0.9980248212814331
21;prof. plcu , september plc & burberry group plc .;0.0;0.9987335801124573
21;i 'm going to keep charging .;0.0;1.0
21;prof. plcina & al shall be charging , and al;0.0;0.0009624063968658447
21;i can keep charging .;0.0;0.9999996423721313
21;how do you want to keep charmer plcin ?;0.0;0.9998773336410522
21;for mr. plcin & al burberry group , it can keep charging .;0.0;0.9999996423721313
21;also plcin plcu & ski keep keep charging .;0.0;0.9829932451248169
21;when chartered plcu & al burberry keep charging , it can keep charging .;0.0;0.986272931098938
22;update 1-bp reports worst annual loss in at least 20 years, cuts more jobs;-0.989;0.9999609589576721
22;you will update the worst loss of at least 20 years .;-0.989;1.0
22;update the biggest loss of at least 20 years .;-0.989;1.0
22;update the report on fbp , the worst year in at least 20 years , cuts of work .;-0.989;1.0
22;because today is the worst loss of at least 20 years .;-0.989;1.0
22;you update the worst loss of the report of at least 20 years , and it is more successful .;-0.989;1.0
22;i will update the biggest loss of at least 20 years .;-0.989;1.0
22;when will you update the worst annual loss of at least 20 years ?;-0.989;1.0
22;for at least 20 years , the report on correction will be completed in at least 20 years .;-0.989;0.9999920725822449
22;here you will update the worst loss of at least 20 years .;-0.989;1.0
22;if you update the biggest loss of at least 20 years , it is more successful .;-0.989;1.0
23;insurers: admiral blows hot and cold but aviva soars pre-friends life merger;0.053;1.0
23;admiral shells hot and cold is aviva sobriety merger .;0.053;0.9987716674804688
23;prepare a life merger hot and cold .;0.053;0.9999946355819702
23;admiral blows hot and cold , but aviva sobriety merger .;0.053;0.9998524188995361
23;while admiral wounds hot and cold is aviva sobriety merger .;0.053;0.9999591112136841
23;admiral shells hot and cold is cold , but aviva soon is april lifetime merger .;0.053;0.9999068975448608
23;i have a merger for life .;0.053;0.006362825632095337
23;where does admiral aviva live and cool aviva sobriety merger ?;0.053;0.02130463719367981
23;in april a. admiral , a lot of heat is april lifetime merger .;0.053;0.991901159286499
23;here it is dr. admiral .;0.053;0.9999358654022217
23;if admiral is hot and cold , it 's april lifetime merger .;0.053;1.0
24;l&g still paying price for dividend cut during crisis, chief says;-0.338;0.9999748468399048
24;l.g. is still paying price for dividend cut during crisiske .;-0.338;0.029743313789367676
24;take care of dividend reduction in crisiske .;-0.338;0.9997988939285278
24;l' g for dividend reduction in crisiske .;-0.338;0.0008349120616912842
24;i 'm paying price for dividend cut during crisiske .;-0.338;0.000928044319152832
24;l.g. is still paying price for dividend cut during crisisket , and the boss says .;-0.338;0.9979127645492554
24;i will still pay price for dividend cut during crisiske .;-0.338;0.0164334774017334
24;why do n't you pay price for dividend cut during crisiske ?;-0.338;0.03240823745727539
24;in crisiske , lto is paying price for dividend cut during crisiske .;-0.338;0.9999347925186157
24;still lpg is paying price for dividend cut during crisiske .;-0.338;0.009657740592956543
24;when l pays price for dividend cut during crisisket , he says .;-0.338;0.9993371963500977
25;insurers: admiral blows hot and cold but aviva soars pre-friends life merger;0.314;1.0
25;admiral shells hot and cold is aviva sobriety merger .;0.314;0.9987716674804688
25;prepare a life merger hot and cold .;0.314;0.9999946355819702
25;admiral blows hot and cold , but aviva sobriety merger .;0.314;0.9998524188995361
25;while admiral wounds hot and cold is aviva sobriety merger .;0.314;0.9999591112136841
25;admiral shells hot and cold is cold , but aviva soon is april lifetime merger .;0.314;0.9999068975448608
25;i have a merger for life .;0.314;0.006362825632095337
25;where does admiral aviva live and cool aviva sobriety merger ?;0.314;0.02130463719367981
25;in april a. admiral , a lot of heat is april lifetime merger .;0.314;0.991901159286499
25;here it is dr. admiral .;0.314;0.9999358654022217
25;if admiral is hot and cold , it 's april lifetime merger .;0.314;1.0
26;whitbread eyes savings, price rises to offset wage rises;0.139;0.999812126159668
26;whitbread eyes savants give wage increases .;0.139;1.0
26;give people points to offset wage increases .;0.139;0.0006911158561706543
26;whitbread eyes , price rises to offset wage increases .;0.139;0.99980628490448
26;i 'm watching whitbread eyes , price increases .;0.139;0.9999961853027344
26;whitbread eyes savingsate grapes , and price increases to offset wage increases .;0.139;0.5801474452018738
26;i have a lot of whitbread eyes .;0.139;0.999987006187439
26;when are eyes eyes savate wage increases ?;0.139;0.997843861579895
26;with whitbread eyes , price increases will increase wage increases .;0.139;0.9999533891677856
26;then whitbread eyes will increase wage increases .;0.139;0.9999989867210388
26;when increasing wages , whitbread eyes will increase wage increases .;0.139;0.9999992251396179
27;britain's ftse lifted by solid kingfisher;0.653;0.9999882578849792
27;britainis 's ftse rose by solid kingfisher .;0.653;0.9991544485092163
27;prepare the ftse of al .;0.653;1.0
27;britainis 's ftse .;0.653;0.9999685883522034
27;i 'm raised by mr. 's ftse .;0.653;0.9995930194854736
27;mr. rose from the ftse , and mr. was raised by solid kingfisher .;0.653;0.9999614357948303
27;i have a deal with al .;0.653;0.007195115089416504
27;where 's the rest of september ?;0.653;1.0
27;in britainis 's estate , he rose from a solid kingfisher .;0.653;1.0967254638671875e-05
27;then al rose in solid himself .;0.653;0.5285384654998779
27;when he was september , he raised the rest of september .;0.653;0.9999421238899231
28;novo nordisk and astrazeneca seek tonic from key drug trials;0.099;1.0
28;novo nordisk and astrazeneca are tonic in key drug studies .;0.099;1.0
28;novo nordisk and astrazeneca for key drug studies .;0.099;1.0
28;novo nordisk and astrazeneca tonic .;0.099;1.0
28;if novo nordisk and astrazeneca are tonic in key drug studies .;0.099;1.0
28;novo nordisk and astrazeneca are tonic in key drug studies , and they are tonic in key drug studies .;0.099;1.0
28;i 'm interested in novo nordisk and astrazeneca tonic .;0.099;0.996213436126709
28;how do you look at novo nordisk and astrazeneca ?;0.099;0.9999994039535522
28;for november novo and astrazeneca , they are tonic in key drug studies .;0.099;1.0
28;first novo nordisk and astrazeneca are tonic in key drug studies .;0.099;1.0
28;when novo nordisk and astrazeneca are tonic in key drug studies , they want a dose of medicine .;0.099;1.0
29;kingfisher takeover of mr bricolage could hit a brick wall;-0.311;0.9995632171630859
29;mr. kingfisher could hit a brick wall .;-0.311;0.9999996423721313
29;take care of mr. bricolage .;-0.311;0.9090871810913086
29;kingfisher takeover of mr. bricolage .;-0.311;0.9975489377975464
29;if mr. bricolage could hit a brick wall .;-0.311;0.9999999403953552
29;mr. kingfisher could have a brick wall , and he could hit the brick wall .;-0.311;1.0
29;i could hit a brick wall with mr. bricolage .;-0.311;1.0
29;where could he have a brick wall with mr. bricolage ?;-0.311;1.0
29;from mr. bricolage , he could hit a brick wall .;-0.311;1.0
29;now mr. kingfisher could hit a brick wall .;-0.311;0.9999826550483704
29;if mr. bricolage could hit the brick wall , he could hit the brick wall .;-0.311;0.9999998807907104
30;bp wins right to appeal some gulf spill damages claims;0.23600000000000002;0.9975976943969727
30;bp wins right to appeal a brake charge .;0.23600000000000002;0.9198868274688721
30;make sense to appeal the brake mark .;0.23600000000000002;0.9996967911720276
30;bp 's right to appeal some july money is damages .;0.23600000000000002;1.0
30;that pressure is to appeal some brake damage .;0.23600000000000002;1.0
30;bp wins right to appeal a brake mark , and it contains damages .;0.23600000000000002;0.9999603629112244
30;i have a duty to appeal a brake charge .;0.23600000000000002;1.0
30;why does bp have to have a brake charge ?;0.23600000000000002;1.0
30;in fact , bp is a result of the appeal of a brake mark .;0.23600000000000002;0.5246796607971191
30;first bp is to appeal some brake damage .;0.23600000000000002;1.0
30;if bp is a brake case , it 's damages .;0.23600000000000002;1.0
31;dixons carphone profit boost on strong sales;0.478;0.9955849051475525
31;dixon carphone profit on strong sales support support .;0.478;0.18775850534439087
31;give carphone profit on strong sales .;0.478;0.9826985597610474
31;dixon carphone profit on strong sales .;0.478;0.9548949599266052
31;i 'm using the carphone profit for strong sales .;0.478;0.9999645948410034
31;you dixon carphone profit , and you have a boost for sale .;0.478;0.999375581741333
31;i have a lot of money for strong sales .;0.478;0.9864402413368225
31;why do n't you give carphone profit on strong sales ?;0.478;0.9790465831756592
31;on tuesday carphone revenue , it is a profit of sale .;0.478;0.9999938011169434
31;here it is the use of carphone on strong sales .;0.478;0.9999992847442627
31;when you have a problem , we have dixon carphone .;0.478;1.0
32;uk morning briefing: sky and hargreaves lansdown bookend ftse 100;0.128;0.9417556524276733
32;monday morning morning , mr. hargreaves , meet fta .;0.128;0.9999936819076538
32;have dawn - november and hargreaves lansdown du 100 .;0.128;0.004112184047698975
32;september monday morning .;0.128;0.03611809015274048
32;i 'm leaving heaven , mr. hargreaves .;0.128;0.17264729738235474
32;we have morning today , and mr. hargreaves lansdown is 100 .;0.128;1.0
32;i have a meeting with mr. hargreaves when .;0.128;0.9993777275085449
32;when do n't you have mr. lev ?;0.128;0.9999616742134094
32;on monday friday morning , we have peace .;0.128;0.8682897686958313
32;here it is july monday .;0.128;0.9978642463684082
32;when we have today , we have hargreaves today .;0.128;0.9999997615814209
33;johnson matthey profit lifted by metals unit sale;0.40700000000000003;1.0
33;johnson mattheir profit raised by metals sale .;0.40700000000000003;0.9994869232177734
33;get johnson raised by metals unit sale .;0.40700000000000003;0.045525938272476196
33;johnson mattheir profit by metals sale .;0.40700000000000003;0.9785745143890381
33;i 've been in the market for johnson matthey'il .;0.40700000000000003;6.198883056640625e-06
33;johnson matthey'il has increased by metals unit , and it is sold by the company .;0.40700000000000003;0.8204905986785889
33;i 'm a johnson of metal production .;0.40700000000000003;0.008775770664215088
33;where are they based on metals unit sale ?;0.40700000000000003;0.9874749183654785
33;by johnson mattheir money , it is based on a sale of metal .;0.40700000000000003;1.0
33;then johnson mattheir profit has increased by metals company .;0.40700000000000003;0.9999999403953552
33;when johnson is selected , the sale of production has increased .;0.40700000000000003;1.0
34;barclays, credit suisse strike record deals with sec, ny over dark pools;-0.902;0.6129767298698425
34;barclaysare suisse suisse record with d.o.t. deals with when in dark pools .;-0.902;0.4776522219181061
34;give state credit suisse deals with secgun .;-0.902;0.9998193979263306
34;mr. barclaysone , mr. suisse du suisse du .;-0.902;0.9999936819076538
34;i 'm making a deal with mr. by when , in august of dark pools .;-0.902;0.9999997615814209
34;mr. barclaysand is a record of between , and mr. has a record of dark pools .;-0.902;0.9999852180480957
34;i have a record of mr. barclayske in london .;-0.902;0.00027701258659362793
34;when do you have a record of mr. secon , august of dark pools ?;-0.902;0.9996321201324463
34;on wednesday , mr. barclaysv suisse has a record of dark pools .;-0.902;5.4836273193359375e-06
34;then mr. barclayske has a record of mr. secon , august of dark pools .;-0.902;0.9999574422836304
34;when mr. barclayske cinnost is in london , it 's a record of dark pools .;-0.902;1.0
35;update 1-shire takes q2 earnings pain for long-term gain;-0.17400000000000002;0.9994416832923889
35;the 1-shire dose is the result of long-term gain .;-0.17400000000000002;0.999992847442627
35;update 1-shire to take q2 earnings for long-term gain .;-0.17400000000000002;0.9999997019767761
35;q2 earnings pain for long-term gain .;-0.17400000000000002;1.0
35;because 1-shire pain takes q2 earnings pain for long-term gain .;-0.17400000000000002;0.9999995231628418
35;you are re-informed , and it takes the dose of long-term profit .;-0.17400000000000002;0.9999975562095642
35;i update the amount of q2 earnings for long-term gain .;-0.17400000000000002;0.9842602014541626
35;how do n't you update q2 earnings for long-term gain ?;-0.17400000000000002;0.9968857765197754
35;for long-term gain , the q2 takes q2 earnings pain .;-0.17400000000000002;1.0
35;first the report takes the dose of long-term profit .;-0.17400000000000002;0.9984785318374634
35;if you update 1-shire , it takes q2 earnings pain for long-term gain .;-0.17400000000000002;0.9999998807907104
36;drugmaker shire to buy baxalta for $32 billion after 6-month pursuit;0.4370000000000001;0.9999998807907104
36;c.t. shire shire to buy august for $ 32 billion .;0.4370000000000001;1.0
36;sell shire to buy baxter for $ 32 billion after 6-month pursuit .;0.4370000000000001;1.0
36;drug use of $ 32 billion after 6-month pursuit .;0.4370000000000001;0.9999957084655762
36;i want to take advantage of $ 32 billion after 6-month pursuit .;0.4370000000000001;1.0
36;c.t. shire shire to buy c.t. for $ 32 billion , and he will chase us in a 6-month pursuit .;0.4370000000000001;1.0
36;i have a job to buy c.t. for $ 32 billion .;0.4370000000000001;1.0
36;when do you get a couple of treatment for $ 32 billion after 6-month pursuit ?;0.4370000000000001;0.013001114130020142
36;for example time , it is a waste of time for $ 32 billion .;0.4370000000000001;1.0
36;then you can buy august from $ 32 billion after 6-month pursuit .;0.4370000000000001;0.9999997615814209
36;when you take care of the day , you will take advantage of $ 32 billion .;0.4370000000000001;0.999935507774353
37;standard chartered considering move from uk;0.166;6.219744682312012e-05
37;mr. charmore considering movement from september .;0.166;8.562207221984863e-05
37;take care of september .;0.166;1.0
37;mr. charmer .;0.166;0.6618192195892334
37;i 've seen mr. charmer .;0.166;0.9960463047027588
37;spanish chartered takes care of sunday , and mr. rolec is considering movement from london .;0.166;1.0
37;i have a standard of mr. charmer .;0.166;0.00016605854034423828
37;when do we take part in september ?;0.166;0.05141302943229675
37;on monday friday , it 's mr. charmer .;0.166;0.9703643321990967
37;normally chartered ponder takes movement from september .;0.166;0.0016532540321350098
37;when uk takes place , it 's mr. charmer .;0.166;0.6364763975143433
38;philippines' san miguel says to partner with kirin if it bids for sabmiller's ...;0.24;1.0
39;us cancels arctic offshore lease sale after shell drops interest;-0.019;1.0
39;us cancels arctic offshore lease sale .;-0.019;1.0
39;i 'm a arctic lease in us .;-0.019;0.9637473821640015
39;u.s. states , al arctic lease sale .;-0.019;0.9902950525283813
39;that we cancels arctic offshore lease sale .;-0.019;0.9999998807907104
39;us cancels arctic offshore lease sale , and us leaves interest .;-0.019;0.9999990463256836
39;i have a lease of arctic offshore lease sale .;-0.019;0.999849259853363
39;how does arctic offshore lease sale after brake drops ?;-0.019;1.0
39;in u.s. days , us cancel interest .;-0.019;0.4367404282093048
39;then us cancels arctic offshore lease after brake .;-0.019;1.0
39;when us cancels arctic offshore lease , it 's interest .;-0.019;1.0
40;shire ceo steps up drive to get baxalta board talking;0.203;1.0
40;mr. cole has access to get baxalta board talking .;0.203;1.0
40;do something to call mr. president talking .;0.203;0.9999498724937439
40;mr. kelly 's head .;0.203;0.1609501838684082
40;so mr. lewis steps up drive to get baxalta board talking .;0.203;1.0
40;mr. cole has progress , and he 's going to get baxter alta talking .;0.203;1.0
40;i have a ride to discuss mr. president .;0.203;1.0
40;when does anyone want access to get baxalta board talking ?;0.203;1.0
40;on sunday friday , someone has time to get baxter control talking .;0.203;0.9999998807907104
